0.000, 0.040, 0.011, 0.000, 0.000
0.000, 0.011, 0.086, 0.000, 0.022
0.000, 0.011, 0.091, 0.000, 0.022
0.000, 0.011, 0.091, 0.005, 0.011
0.000, 0.022, 0.091, 0.005, 0.011
0.000, 0.000, 0.091, 0.005, 0.022
0.000, 0.040, 0.074, 0.005, 0.022
0.000, 0.011, 0.103, 0.000, 0.022
0.000, 0.005, 0.160, 0.005, 0.005
0.000, 0.017, 0.086, 0.005, 0.028
0.000, 0.011, 0.091, 0.011, 0.017
0.000, 0.017, 0.097, 0.000, 0.011
0.000, 0.011, 0.091, 0.000, 0.017
0.000, 0.000, 0.091, 0.011, 0.022
0.000, 0.000, 0.103, 0.005, 0.011
0.000, 0.005, 0.091, 0.000, 0.022
0.000, 0.017, 0.097, 0.022, 0.011
0.000, 0.000, 0.091, 0.011, 0.028
0.000, 0.005, 0.091, 0.011, 0.022
0.000, 0.000, 0.080, 0.028, 0.000
2.000, 0.000, 0.086, 0.000, 0.022
2.000, 0.017, 0.086, 0.005, 0.022
2.000, 0.022, 0.097, 0.005, 0.028
2.000, 0.011, 0.091, 0.000, 0.022
2.000, 0.011, 0.091, 0.000, 0.034
2.000, 0.000, 0.091, 0.000, 0.017
2.000, 0.000, 0.091, 0.005, 0.022
2.000, 0.017, 0.109, 0.000, 0.045
2.000, 0.045, 0.091, 0.000, 0.022
2.000, 0.011, 0.086, 0.028, 0.028
2.000, 0.005, 0.080, 0.011, 0.022
2.000, 0.005, 0.068, 0.000, 0.022
2.000, 0.000, 0.097, 0.000, 0.022
2.000, 0.005, 0.097, 0.000, 0.022
2.000, 0.017, 0.097, 0.005, 0.022
2.000, 0.022, 0.091, 0.000, 0.040
2.000, 0.011, 0.091, 0.011, 0.028
2.000, 0.017, 0.097, 0.005, 0.028
2.000, 0.040, 0.097, 0.005, 0.034
2.000, 0.022, 0.097, 0.000, 0.034
4.000, 0.005, 0.091, 0.005, 0.017
4.000, 0.000, 0.091, 0.000, 0.028
4.000, 0.005, 0.086, 0.000, 0.022
4.000, 0.017, 0.091, 0.000, 0.034
4.000, 0.000, 0.091, 0.011, 0.022
4.000, 0.011, 0.097, 0.005, 0.011
4.000, 0.000, 0.091, 0.000, 0.034
4.000, 0.000, 0.091, 0.000, 0.017
4.000, 0.005, 0.091, 0.000, 0.017
4.000, 0.022, 0.091, 0.005, 0.028
4.000, 0.011, 0.097, 0.011, 0.028
4.000, 0.022, 0.068, 0.000, 0.022
4.000, 0.011, 0.091, 0.011, 0.034
4.000, 0.000, 0.091, 0.005, 0.022
4.000, 0.005, 0.097, 0.000, 0.022
4.000, 0.022, 0.091, 0.000, 0.040
4.000, 0.017, 0.103, 0.011, 0.034
4.000, 0.005, 0.091, 0.000, 0.022
4.000, 0.022, 0.091, 0.011, 0.045
4.000, 0.011, 0.097, 0.022, 0.011
6.000, 0.005, 0.091, 0.011, 0.011
6.000, 0.005, 0.091, 0.000, 0.028
6.000, 0.017, 0.091, 0.000, 0.028
6.000, 0.005, 0.097, 0.005, 0.022
6.000, 0.011, 0.097, 0.017, 0.034
6.000, 0.022, 0.103, 0.000, 0.028
6.000, 0.011, 0.103, 0.000, 0.034
6.000, 0.011, 0.097, 0.000, 0.034
6.000, 0.011, 0.091, 0.000, 0.028
6.000, 0.000, 0.080, 0.005, 0.045
6.000, 0.017, 0.103, 0.000, 0.034
6.000, 0.017, 0.103, 0.000, 0.022
6.000, 0.005, 0.091, 0.005, 0.017
6.000, 0.022, 0.091, 0.005, 0.040
6.000, 0.000, 0.097, 0.000, 0.028
6.000, 0.011, 0.028, 0.005, 0.034
6.000, 0.017, 0.097, 0.000, 0.034
6.000, 0.017, 0.097, 0.000, 0.028
6.000, 0.005, 0.103, 0.000, 0.028
6.000, 0.011, 0.097, 0.000, 0.051
8.000, 0.000, 0.091, 0.011, 0.022
8.000, 0.011, 0.103, 0.005, 0.028
8.000, 0.000, 0.097, 0.000, 0.028
8.000, 0.017, 0.103, 0.011, 0.034
8.000, 0.005, 0.103, 0.005, 0.022
8.000, 0.017, 0.091, 0.000, 0.045
8.000, 0.000, 0.114, 0.011, 0.028
8.000, 0.005, 0.103, 0.000, 0.028
8.000, 0.011, 0.103, 0.011, 0.045
8.000, 0.005, 0.103, 0.000, 0.028
8.000, 0.011, 0.103, 0.005, 0.022
8.000, 0.005, 0.097, 0.000, 0.028
8.000, 0.005, 0.097, 0.005, 0.057
8.000, 0.011, 0.103, 0.011, 0.034
8.000, 0.011, 0.103, 0.011, 0.034
8.000, 0.028, 0.103, 0.000, 0.034
8.000, 0.000, 0.103, 0.017, 0.034
8.000, 0.011, 0.103, 0.000, 0.051
8.000, 0.017, 0.097, 0.005, 0.034
8.000, 0.017, 0.097, 0.000, 0.034
10.000, 0.017, 0.103, 0.028, 0.034
10.000, 0.005, 0.114, 0.000, 0.040
10.000, 0.011, 0.109, 0.000, 0.045
10.000, 0.011, 0.109, 0.005, 0.034
10.000, 0.022, 0.114, 0.005, 0.040
10.000, 0.011, 0.114, 0.000, 0.045
10.000, 0.011, 0.218, 0.005, 0.040
10.000, 0.011, 0.114, 0.000, 0.045
10.000, 0.017, 0.109, 0.017, 0.045
10.000, 0.000, 0.120, 0.000, 0.045
10.000, 0.005, 0.109, 0.000, 0.045
10.000, 0.022, 0.097, 0.005, 0.045
10.000, 0.017, 0.120, 0.000, 0.051
10.000, 0.022, 0.114, 0.000, 0.068
10.000, 0.017, 0.114, 0.011, 0.063
10.000, 0.000, 0.114, 0.000, 0.045
10.000, 0.011, 0.109, 0.017, 0.040
10.000, 0.000, 0.109, 0.005, 0.045
10.000, 0.022, 0.109, 0.011, 0.022
10.000, 0.017, 0.109, 0.000, 0.063
12.000, 0.011, 0.114, 0.011, 0.045
12.000, 0.057, 0.149, 0.022, 0.086
12.000, 0.045, 0.143, 0.000, 0.074
12.000, 0.063, 0.149, 0.000, 0.091
12.000, 0.063, 0.154, 0.000, 0.080
12.000, 0.045, 0.137, 0.022, 0.074
12.000, 0.045, 0.131, 0.000, 0.080
12.000, 0.051, 0.149, 0.000, 0.063
12.000, 0.045, 0.149, 0.000, 0.086
12.000, 0.051, 0.154, 0.000, 0.068
12.000, 0.045, 0.149, 0.000, 0.074
12.000, 0.057, 0.149, 0.000, 0.080
12.000, 0.057, 0.143, 0.005, 0.091
12.000, 0.040, 0.143, 0.000, 0.074
12.000, 0.063, 0.149, 0.028, 0.080
12.000, 0.040, 0.149, 0.005, 0.080
12.000, 0.057, 0.154, 0.011, 0.080
12.000, 0.045, 0.154, 0.000, 0.097
12.000, 0.045, 0.149, 0.000, 0.074
12.000, 0.063, 0.149, 0.005, 0.080
14.000, 0.051, 0.149, 0.005, 0.091
14.000, 0.103, 0.206, 0.011, 0.120
14.000, 0.097, 0.206, 0.005, 0.137
14.000, 0.109, 0.206, 0.011, 0.126
14.000, 0.114, 0.206, 0.017, 0.143
14.000, 0.103, 0.206, 0.011, 0.137
14.000, 0.103, 0.206, 0.005, 0.126
14.000, 0.114, 0.212, 0.034, 0.137
14.000, 0.103, 0.212, 0.011, 0.137
14.000, 0.103, 0.206, 0.017, 0.126
14.000, 0.114, 0.218, 0.011, 0.131
14.000, 0.120, 0.200, 0.028, 0.126
14.000, 0.109, 0.206, 0.022, 0.120
14.000, 0.103, 0.206, 0.011, 0.120
14.000, 0.103, 0.206, 0.017, 0.109
14.000, 0.109, 0.206, 0.022, 0.143
14.000, 0.097, 0.206, 0.011, 0.137
14.000, 0.109, 0.206, 0.028, 0.137
14.000, 0.103, 0.218, 0.011, 0.137
14.000, 0.109, 0.206, 0.022, 0.154
16.000, 0.103, 0.206, 0.011, 0.131
16.000, 0.160, 0.263, 0.080, 0.200
16.000, 0.172, 0.275, 0.091, 0.200
16.000, 0.160, 0.263, 0.086, 0.195
16.000, 0.166, 0.275, 0.080, 0.195
16.000, 0.172, 0.263, 0.080, 0.183
16.000, 0.160, 0.269, 0.086, 0.189
16.000, 0.172, 0.263, 0.080, 0.183
16.000, 0.172, 0.269, 0.074, 0.200
16.000, 0.183, 0.263, 0.091, 0.183
16.000, 0.166, 0.263, 0.080, 0.195
16.000, 0.183, 0.263, 0.080, 0.189
16.000, 0.183, 0.263, 0.074, 0.183
16.000, 0.160, 0.252, 0.091, 0.189
16.000, 0.183, 0.252, 0.080, 0.183
16.000, 0.149, 0.263, 0.080, 0.195
16.000, 0.154, 0.263, 0.057, 0.195
16.000, 0.166, 0.263, 0.086, 0.195
16.000, 0.172, 0.275, 0.080, 0.195
16.000, 0.160, 0.263, 0.057, 0.200
18.000, 0.160, 0.275, 0.068, 0.189
18.000, 0.218, 0.327, 0.137, 0.263
18.000, 0.235, 0.332, 0.143, 0.246
18.000, 0.218, 0.327, 0.137, 0.258
18.000, 0.229, 0.321, 0.137, 0.252
18.000, 0.235, 0.332, 0.131, 0.263
18.000, 0.223, 0.332, 0.160, 0.246
18.000, 0.229, 0.327, 0.149, 0.263
18.000, 0.229, 0.327, 0.137, 0.263
18.000, 0.218, 0.327, 0.131, 0.263
18.000, 0.218, 0.332, 0.137, 0.252
18.000, 0.235, 0.332, 0.143, 0.258
18.000, 0.218, 0.332, 0.137, 0.252
18.000, 0.229, 0.327, 0.149, 0.252
18.000, 0.223, 0.332, 0.126, 0.258
18.000, 0.235, 0.367, 0.149, 0.252
18.000, 0.235, 0.338, 0.149, 0.263
18.000, 0.235, 0.332, 0.172, 0.235
18.000, 0.246, 0.327, 0.126, 0.263
18.000, 0.240, 0.338, 0.149, 0.252
20.000, 0.223, 0.332, 0.143, 0.263
20.000, 0.281, 0.390, 0.206, 0.309
20.000, 0.292, 0.401, 0.206, 0.292
20.000, 0.281, 0.401, 0.200, 0.321
20.000, 0.292, 0.395, 0.212, 0.315
20.000, 0.298, 0.390, 0.206, 0.315
20.000, 0.292, 0.395, 0.235, 0.309
20.000, 0.286, 0.395, 0.206, 0.321
20.000, 0.281, 0.390, 0.206, 0.321
20.000, 0.292, 0.395, 0.195, 0.315
20.000, 0.281, 0.401, 0.218, 0.327
20.000, 0.286, 0.390, 0.183, 0.344
20.000, 0.281, 0.390, 0.195, 0.321
20.000, 0.275, 0.395, 0.206, 0.321
20.000, 0.286, 0.395, 0.229, 0.332
20.000, 0.292, 0.401, 0.212, 0.321
20.000, 0.286, 0.395, 0.218, 0.304
20.000, 0.298, 0.390, 0.212, 0.309
20.000, 0.298, 0.395, 0.212, 0.304
20.000, 0.281, 0.390, 0.212, 0.304
22.000, 0.298, 0.384, 0.206, 0.321
22.000, 0.367, 0.476, 0.292, 0.390
22.000, 0.355, 0.470, 0.286, 0.378
22.000, 0.344, 0.464, 0.263, 0.390
22.000, 0.355, 0.458, 0.275, 0.378
22.000, 0.344, 0.464, 0.263, 0.378
22.000, 0.355, 0.464, 0.263, 0.384
22.000, 0.367, 0.464, 0.275, 0.413
22.000, 0.367, 0.458, 0.275, 0.401
22.000, 0.344, 0.470, 0.275, 0.378
22.000, 0.355, 0.464, 0.286, 0.395
22.000, 0.367, 0.447, 0.298, 0.367
22.000, 0.344, 0.481, 0.252, 0.390
22.000, 0.349, 0.470, 0.252, 0.395
22.000, 0.367, 0.458, 0.275, 0.424
22.000, 0.367, 0.458, 0.263, 0.390
22.000, 0.367, 0.470, 0.235, 0.378
22.000, 0.355, 0.470, 0.275, 0.401
22.000, 0.332, 0.464, 0.263, 0.367
22.000, 0.349, 0.458, 0.252, 0.390
24.000, 0.349, 0.464, 0.286, 0.390
24.000, 0.424, 0.527, 0.344, 0.447
24.000, 0.418, 0.527, 0.332, 0.441
24.000, 0.430, 0.527, 0.344, 0.441
24.000, 0.401, 0.527, 0.344, 0.441
24.000, 0.424, 0.527, 0.338, 0.441
24.000, 0.430, 0.533, 0.355, 0.464
24.000, 0.401, 0.533, 0.332, 0.436
24.000, 0.424, 0.533, 0.367, 0.430
24.000, 0.407, 0.516, 0.338, 0.453
24.000, 0.430, 0.533, 0.332, 0.441
24.000, 0.418, 0.533, 0.349, 0.447
24.000, 0.413, 0.527, 0.344, 0.458
24.000, 0.424, 0.550, 0.332, 0.458
24.000, 0.430, 0.533, 0.355, 0.470
24.000, 0.407, 0.533, 0.338, 0.453
24.000, 0.413, 0.527, 0.332, 0.458
24.000, 0.424, 0.533, 0.349, 0.436
24.000, 0.413, 0.539, 0.344, 0.458
24.000, 0.413, 0.527, 0.344, 0.458
26.000, 0.418, 0.533, 0.332, 0.453
26.000, 0.487, 0.596, 0.413, 0.504
26.000, 0.470, 0.608, 0.413, 0.516
26.000, 0.470, 0.608, 0.390, 0.522
26.000, 0.470, 0.602, 0.436, 0.522
26.000, 0.487, 0.596, 0.401, 0.510
26.000, 0.476, 0.602, 0.395, 0.527
26.000, 0.476, 0.602, 0.413, 0.504
26.000, 0.487, 0.608, 0.418, 0.550
26.000, 0.481, 0.608, 0.424, 0.522
26.000, 0.481, 0.608, 0.401, 0.539
26.000, 0.487, 0.585, 0.378, 0.522
26.000, 0.481, 0.602, 0.424, 0.516
26.000, 0.476, 0.596, 0.390, 0.527
26.000, 0.470, 0.608, 0.436, 0.516
26.000, 0.476, 0.602, 0.413, 0.516
26.000, 0.499, 0.596, 0.418, 0.527
26.000, 0.487, 0.602, 0.413, 0.516
26.000, 0.493, 0.602, 0.424, 0.516
26.000, 0.476, 0.602, 0.390, 0.516
28.000, 0.487, 0.602, 0.424, 0.504
28.000, 0.527, 0.677, 0.453, 0.596
28.000, 0.533, 0.671, 0.481, 0.579
28.000, 0.550, 0.677, 0.436, 0.585
28.000, 0.545, 0.654, 0.487, 0.573
28.000, 0.539, 0.671, 0.481, 0.585
28.000, 0.550, 0.688, 0.481, 0.579
28.000, 0.539, 0.677, 0.476, 0.573
28.000, 0.608, 0.677, 0.464, 0.602
28.000, 0.539, 0.659, 0.470, 0.590
28.000, 0.545, 0.671, 0.504, 0.567
28.000, 0.545, 0.677, 0.458, 0.579
28.000, 0.550, 0.665, 0.470, 0.573
28.000, 0.539, 0.665, 0.481, 0.585
28.000, 0.550, 0.677, 0.481, 0.596
28.000, 0.556, 0.665, 0.516, 0.585
28.000, 0.556, 0.665, 0.487, 0.579
28.000, 0.550, 0.654, 0.470, 0.573
28.000, 0.533, 0.665, 0.458, 0.585
28.000, 0.533, 0.665, 0.487, 0.579
30.000, 0.550, 0.665, 0.453, 0.585
30.000, 0.613, 0.740, 0.539, 0.642
30.000, 0.602, 0.740, 0.573, 0.654
30.000, 0.602, 0.745, 0.550, 0.659
30.000, 0.596, 0.745, 0.539, 0.654
30.000, 0.602, 0.745, 0.527, 0.665
30.000, 0.619, 0.745, 0.550, 0.654
30.000, 0.613, 0.745, 0.527, 0.688
30.000, 0.602, 0.734, 0.533, 0.654
30.000, 0.613, 0.751, 0.550, 0.642
30.000, 0.608, 0.734, 0.585, 0.659
30.000, 0.602, 0.734, 0.556, 0.648
30.000, 0.619, 0.745, 0.533, 0.654
30.000, 0.613, 0.740, 0.562, 0.654
30.000, 0.613, 0.734, 0.527, 0.642
30.000, 0.602, 0.745, 0.562, 0.648
30.000, 0.608, 0.745, 0.550, 0.636
30.000, 0.608, 0.745, 0.550, 0.642
30.000, 0.608, 0.745, 0.545, 0.642
30.000, 0.608, 0.745, 0.539, 0.654
32.000, 0.619, 0.745, 0.556, 0.659
32.000, 0.677, 0.814, 0.636, 0.722
32.000, 0.682, 0.803, 0.602, 0.722
32.000, 0.682, 0.826, 0.585, 0.734
32.000, 0.665, 0.808, 0.608, 0.722
32.000, 0.682, 0.814, 0.613, 0.711
32.000, 0.682, 0.814, 0.625, 0.722
32.000, 0.682, 0.814, 0.671, 0.734
32.000, 0.677, 0.808, 0.608, 0.711
32.000, 0.677, 0.814, 0.579, 0.722
32.000, 0.671, 0.814, 0.608, 0.705
32.000, 0.665, 0.814, 0.602, 0.711
32.000, 0.677, 0.808, 0.608, 0.717
32.000, 0.671, 0.814, 0.619, 0.717
32.000, 0.665, 0.826, 0.608, 0.717
32.000, 0.671, 0.808, 0.590, 0.734
32.000, 0.677, 0.814, 0.619, 0.711
32.000, 0.671, 0.849, 0.625, 0.717
32.000, 0.665, 0.814, 0.602, 0.717
32.000, 0.677, 0.814, 0.596, 0.694
34.000, 0.688, 0.814, 0.625, 0.722
34.000, 0.745, 0.889, 0.688, 0.786
34.000, 0.745, 0.906, 0.688, 0.774
34.000, 0.740, 0.889, 0.659, 0.797
34.000, 0.745, 0.872, 0.665, 0.808
34.000, 0.751, 0.889, 0.654, 0.791
34.000, 0.734, 0.883, 0.677, 0.786
34.000, 0.734, 0.883, 0.665, 0.791
34.000, 0.734, 0.849, 0.694, 0.791
34.000, 0.740, 0.889, 0.699, 0.780
34.000, 0.740, 0.917, 0.699, 0.791
34.000, 0.734, 0.889, 0.688, 0.803
34.000, 0.751, 0.883, 0.642, 0.808
34.000, 0.740, 0.889, 0.688, 0.780
34.000, 0.734, 0.889, 0.665, 0.780
34.000, 0.734, 0.889, 0.654, 0.837
34.000, 0.745, 0.877, 0.677, 0.791
34.000, 0.734, 0.883, 0.682, 0.791
34.000, 0.745, 0.883, 0.648, 0.768
34.000, 0.757, 0.883, 0.631, 0.791
36.000, 0.751, 0.883, 0.677, 0.803
36.000, 0.803, 0.958, 0.745, 0.860
36.000, 0.808, 0.963, 0.740, 0.866
36.000, 0.791, 0.952, 0.751, 0.843
36.000, 0.808, 0.963, 0.745, 0.854
36.000, 0.826, 0.963, 0.745, 0.854
36.000, 0.814, 0.963, 0.734, 0.854
36.000, 0.803, 0.963, 0.711, 0.849
36.000, 0.797, 0.975, 0.780, 0.860
36.000, 0.808, 0.958, 0.717, 0.860
36.000, 0.791, 0.958, 0.745, 0.860
36.000, 0.797, 0.963, 0.745, 0.849
36.000, 0.814, 0.963, 0.757, 0.849
36.000, 0.797, 0.975, 0.757, 0.854
36.000, 0.814, 0.969, 0.768, 0.837
36.000, 0.814, 0.969, 0.768, 0.854
36.000, 0.814, 0.958, 0.734, 0.837
36.000, 0.814, 0.963, 0.705, 0.872
36.000, 0.803, 0.963, 0.734, 0.866
36.000, 0.808, 0.963, 0.740, 0.837
38.000, 0.814, 0.975, 0.768, 0.854
38.000, 0.866, 1.032, 0.826, 0.929
38.000, 0.872, 1.038, 0.791, 0.917
38.000, 0.883, 1.032, 0.826, 0.889
38.000, 0.866, 1.038, 0.791, 0.917
38.000, 0.866, 1.032, 0.808, 0.917
38.000, 0.860, 1.032, 0.814, 0.935
38.000, 0.872, 1.032, 0.826, 0.917
38.000, 0.872, 1.044, 0.826, 0.923
38.000, 0.872, 1.101, 0.803, 0.917
38.000, 0.860, 1.044, 0.642, 0.929
38.000, 0.872, 1.032, 0.826, 0.906
38.000, 0.854, 1.038, 0.814, 0.923
38.000, 0.872, 1.038, 0.803, 0.917
38.000, 0.860, 1.032, 0.831, 0.917
38.000, 0.866, 1.032, 0.826, 0.929
38.000, 0.837, 1.038, 0.826, 0.917
38.000, 0.883, 1.032, 0.774, 0.946
38.000, 0.900, 1.032, 0.786, 0.929
38.000, 0.872, 1.032, 0.826, 0.895
40.000, 0.860, 1.021, 0.814, 0.952
40.000, 0.929, 1.101, 0.900, 0.975
40.000, 0.935, 1.107, 0.900, 0.998
40.000, 0.946, 1.113, 0.883, 0.963
40.000, 0.946, 1.113, 0.872, 1.009
40.000, 0.935, 1.113, 0.889, 0.975
40.000, 0.917, 1.113, 0.889, 0.975
40.000, 0.923, 1.101, 0.883, 0.975
40.000, 0.929, 1.107, 0.900, 0.981
40.000, 0.929, 1.199, 0.900, 0.998
40.000, 0.952, 1.118, 0.889, 0.992
40.000, 0.929, 1.067, 0.883, 0.981
40.000, 0.940, 1.113, 0.837, 1.015
40.000, 0.946, 1.113, 0.814, 0.981
40.000, 0.940, 1.101, 0.872, 0.992
40.000, 0.923, 1.107, 0.883, 0.992
40.000, 0.946, 1.118, 0.866, 0.986
40.000, 0.940, 1.118, 0.900, 0.981
40.000, 0.940, 1.009, 0.923, 0.986
40.000, 0.940, 1.113, 0.912, 0.986
42.000, 0.935, 1.118, 0.883, 1.009
42.000, 0.992, 1.193, 0.946, 1.067
42.000, 1.015, 1.181, 0.929, 1.026
42.000, 0.986, 1.181, 0.981, 1.055
42.000, 0.998, 1.170, 0.963, 1.044
42.000, 1.009, 1.181, 0.975, 1.032
42.000, 1.004, 1.124, 0.975, 1.055
42.000, 0.998, 1.181, 0.963, 1.055
42.000, 1.009, 1.187, 0.981, 1.055
42.000, 1.004, 1.181, 0.900, 1.067
42.000, 0.986, 1.181, 0.940, 1.072
42.000, 0.992, 1.187, 0.963, 1.061
42.000, 0.998, 1.176, 0.969, 1.055
42.000, 0.992, 1.193, 0.952, 1.055
42.000, 0.992, 1.193, 0.963, 1.061
42.000, 0.946, 1.181, 0.963, 1.049
42.000, 1.009, 1.170, 0.923, 1.055
42.000, 0.998, 1.181, 0.940, 1.032
42.000, 0.992, 1.187, 0.929, 1.032
42.000, 0.998, 1.170, 0.963, 1.021
44.000, 1.032, 1.153, 0.952, 1.044
44.000, 1.067, 1.239, 1.004, 1.130
44.000, 1.049, 1.250, 1.032, 1.130
44.000, 1.055, 1.262, 1.038, 1.118
44.000, 1.061, 1.256, 1.038, 1.147
44.000, 1.055, 1.239, 1.026, 1.124
44.000, 1.078, 1.233, 1.021, 1.130
44.000, 1.078, 1.239, 0.992, 1.124
44.000, 1.067, 1.267, 1.049, 1.124
44.000, 1.061, 1.273, 1.044, 1.113
44.000, 1.067, 1.262, 1.026, 1.101
44.000, 1.061, 1.256, 1.009, 1.078
44.000, 1.049, 1.262, 1.026, 1.113
44.000, 0.986, 1.250, 1.044, 1.113
44.000, 1.055, 1.250, 1.032, 1.124
44.000, 1.067, 1.262, 1.021, 1.107
44.000, 1.078, 1.262, 1.049, 1.124
44.000, 1.072, 1.250, 0.981, 1.124
44.000, 1.067, 1.250, 1.026, 1.107
44.000, 1.072, 1.256, 1.015, 1.090
46.000, 1.049, 1.250, 1.021, 1.118
46.000, 1.118, 1.331, 1.101, 1.193
46.000, 1.113, 1.325, 1.113, 1.193
46.000, 1.118, 1.319, 1.101, 1.193
46.000, 1.135, 1.336, 1.084, 1.090
46.000, 1.147, 1.399, 1.061, 1.193
46.000, 1.147, 1.325, 1.124, 1.193
46.000, 1.135, 1.331, 1.124, 1.187
46.000, 1.124, 1.331, 1.049, 1.193
46.000, 1.135, 1.319, 1.044, 1.181
46.000, 1.141, 1.319, 1.084, 1.216
46.000, 1.118, 1.331, 1.084, 1.216
46.000, 1.118, 1.331, 1.044, 1.227
46.000, 1.130, 1.331, 1.044, 1.187
46.000, 1.124, 1.331, 1.078, 1.181
46.000, 1.113, 1.319, 1.113, 1.170
46.000, 1.130, 1.319, 1.090, 1.199
46.000, 1.124, 1.319, 1.067, 1.170
46.000, 1.124, 1.331, 1.090, 1.176
48.000, 1.130, 1.342, 1.124, 1.181
48.000, 1.199, 1.399, 1.210, 1.250
48.000, 1.193, 1.417, 1.170, 1.262
48.000, 1.193, 1.405, 1.176, 1.273
48.000, 1.199, 1.411, 1.147, 1.256
48.000, 1.204, 1.411, 1.124, 1.250
48.000, 1.193, 1.411, 1.113, 1.250
48.000, 1.193, 1.399, 1.118, 1.227
48.000, 1.193, 1.417, 1.124, 1.239
48.000, 1.199, 1.399, 1.199, 1.250
48.000, 1.193, 1.399, 1.210, 1.244
48.000, 1.204, 1.399, 1.164, 1.244
48.000, 1.181, 1.399, 1.130, 1.279
48.000, 1.199, 1.399, 1.124, 1.256
48.000, 1.176, 1.399, 1.158, 1.256
48.000, 1.187, 1.417, 1.158, 1.256
48.000, 1.181, 1.399, 1.158, 1.239
48.000, 1.187, 1.399, 1.170, 1.256
48.000, 1.181, 1.394, 1.124, 1.250
48.000, 1.187, 1.399, 1.176, 1.250
50.000, 1.331, 1.394, 1.199, 1.250
50.000, 1.267, 1.474, 1.216, 1.331
50.000, 1.227, 1.468, 1.250, 1.331
50.000, 1.262, 1.480, 1.262, 1.342
50.000, 1.250, 1.480, 1.250, 1.342
50.000, 1.262, 1.480, 1.193, 1.308
50.000, 1.262, 1.474, 1.170, 1.365
50.000, 1.267, 1.474, 1.170, 1.325
50.000, 1.239, 1.480, 1.222, 1.342
50.000, 1.262, 1.474, 1.227, 1.296
50.000, 1.256, 1.468, 1.204, 1.342
